altitude
time,h,h_0,h_1,h_2,h_3,
seconds,m,m,m,m,m,
2985.12866473,  6.73435800,  6.67000000,  6.80000000,  6.70200000,  6.76700000,
2985.23462176,  6.75866900,  6.83200000,  6.70200000,  6.76700000,  6.73500000,
2985.34566331,  6.79816600,  6.96200000,  6.67000000,  6.76700000,  6.80000000,
2985.45785856,  6.80502800,  6.99500000,  6.60500000,  6.76700000,  6.86500000,
2985.56493425,  6.82005700,  7.09200000,  6.63700000,  6.73500000,  6.83200000,
2985.67789268,  6.81443600,  6.96200000,  6.70200000,  6.76700000,  6.83200000,
2985.78573823,  6.74266700,  6.80000000,  6.67000000,  6.73500000,  6.76700000,
2985.89382362,  6.74274700,  6.67000000,  6.76700000,  6.80000000,  6.73500000,
2986.00376940,  6.71692600,  6.57200000,  6.83200000,  6.80000000,  6.67000000,
2986.11179209,  6.72286600,  6.57200000,  6.93000000,  6.83200000,  6.57200000,
2986.22092032,  6.71311900,  6.50700000,  6.99500000,  6.80000000,  6.57200000,
2986.33177924,  6.67364000,  6.47500000,  6.93000000,  6.73500000,  6.57200000,
2986.43873596,  6.62324700,  6.34500000,  6.89700000,  6.63700000,  6.63700000,
2986.54389834,  6.56702700,  6.34500000,  6.80000000,  6.44200000,  6.70200000,
2986.65981698,  6.56957300,  6.28000000,  6.83200000,  6.34500000,  6.86500000,
2986.76817870,  6.54259100,  6.31200000,  6.80000000,  6.21500000,  6.89700000,
2986.87469530,  6.56546500,  6.28000000,  6.80000000,  6.15000000,  7.12400000,
2986.98380637,  6.57731800,  6.24700000,  6.89700000,  6.05200000,  7.25400000,
2987.09172297,  6.57830100,  6.18200000,  6.99500000,  6.02000000,  7.28700000,
2987.20100975,  6.56989400,  5.98700000,  7.28700000,  6.02000000,  7.22200000,
2987.30923152,  6.58886900,  5.95500000,  7.28700000,  6.11700000,  7.22200000,
2987.41980553,  6.56825700,  5.85800000,  7.51400000,  6.21500000,  6.93000000,
2987.52833962,  6.55727600,  5.82500000,  7.44900000,  6.31200000,  6.86500000,
2987.63185763,  6.54517000,  5.89000000,  7.38400000,  6.41000000,  6.67000000,
2987.74390531,  6.51616400,  5.92200000,  7.18900000,  6.44200000,  6.63700000,
2987.85509086,  6.50829700,  6.11700000,  6.99500000,  6.41000000,  6.57200000,
2987.96295595,  6.51029200,  6.31200000,  6.76700000,  6.37700000,  6.60500000,
2988.07196450,  6.48578000,  6.50700000,  6.50700000,  6.21500000,  6.73500000,
2988.17951298,  6.52383300,  6.70200000,  6.37700000,  6.11700000,  6.96200000,
2988.28783083,  6.58550800,  6.99500000,  6.28000000,  6.02000000,  7.18900000,
2988.39645362,  6.61016600,  7.02700000,  6.24700000,  6.02000000,  7.31900000,
2988.50384092,  6.57853300,  6.86500000,  6.31200000,  5.95500000,  7.35200000,
2988.61439657,  6.59631100,  6.70200000,  6.47500000,  5.95500000,  7.41700000,
2988.72065520,  6.54732200,  6.44200000,  6.67000000,  5.95500000,  7.25400000,
2988.82878304,  6.52405600,  6.15000000,  6.96200000,  6.05200000,  7.06000000,
2988.93343973,  6.59156200,  5.89000000,  7.48200000,  6.18200000,  7.06000000,
2989.04539514,  6.63532000,  5.76000000,  7.87200000,  6.28000000,  6.99500000,
2989.16061854,  6.71244200,  5.69500000,  8.22900000,  6.31200000,  7.12400000,
2989.26804471,  6.71486400,  5.66300000,  8.29400000,  6.24700000,  7.22200000,
2989.38197207,  6.71911800,  5.66300000,  8.16400000,  6.15000000,  7.48200000,
2989.48804975,  6.66390300,  5.72800000,  8.06700000,  5.89000000,  7.57900000,
2989.59589624,  6.61454500,  5.85800000,  7.61200000,  5.85800000,  7.57900000,
2989.70446253,  6.62886200,  5.98700000,  7.44900000,  5.72800000,  7.83900000,
2989.81485343,  6.59664100,  6.21500000,  7.02700000,  5.69500000,  7.83900000,
2989.92173576,  6.53694800,  6.24700000,  6.89700000,  5.66300000,  7.67700000,
2990.03091216,  6.52538900,  6.28000000,  6.80000000,  5.76000000,  7.51400000,
2990.13989067,  6.48274600,  6.24700000,  6.76700000,  5.85800000,  7.22200000,
2990.24998450,  6.46445600,  6.18200000,  6.76700000,  5.92200000,  7.12400000,
2990.35997295,  6.44954000,  6.18200000,  6.76700000,  5.98700000,  6.96200000,
2990.46685410,  6.46048000,  6.11700000,  6.86500000,  6.08500000,  6.86500000,
2990.57584476,  6.42052600,  6.08500000,  6.80000000,  6.05200000,  6.83200000,
2990.68287420,  6.42865900,  6.05200000,  6.93000000,  5.98700000,  6.86500000,
2990.79193258,  6.46222500,  6.02000000,  6.96200000,  5.92200000,  7.12400000,
2990.89992499,  6.42437900,  5.98700000,  7.02700000,  5.82500000,  7.06000000,
2991.00683284,  6.39274000,  5.89000000,  7.02700000,  5.79300000,  7.09200000,
2991.11502838,  6.39631900,  5.85800000,  7.02700000,  5.79300000,  7.15700000,
2991.22186089,  6.38644100,  5.79300000,  7.12400000,  5.76000000,  7.15700000,
2991.32998872,  6.36620000,  5.69500000,  7.18900000,  5.79300000,  7.09200000,
2991.43924093,  6.34284800,  5.66300000,  7.22200000,  5.79300000,  6.99500000,
2991.54865646,  6.32561900,  5.66300000,  7.18900000,  5.82500000,  6.89700000,
2991.65497708,  6.30757800,  5.69500000,  7.06000000,  5.79300000,  6.93000000,
2991.76300669,  6.31096400,  5.76000000,  6.99500000,  5.76000000,  6.96200000,
2991.87198496,  6.30098300,  5.79300000,  6.93000000,  5.69500000,  7.02700000,
2991.98073411,  6.27764300,  5.82500000,  6.76700000,  5.59800000,  7.18900000,
2992.08594990,  6.31892000,  5.92200000,  6.80000000,  5.59800000,  7.22200000,
2992.19419003,  6.35692900,  5.95500000,  6.80000000,  5.63000000,  7.31900000,
2992.30006051,  6.32363500,  5.85800000,  6.83200000,  5.63000000,  7.25400000,
2992.40919209,  6.33891100,  5.82500000,  6.93000000,  5.66300000,  7.22200000,
2992.51760578,  6.31069100,  5.79300000,  6.96200000,  5.66300000,  7.09200000,
2992.62641025,  6.32378100,  5.76000000,  6.99500000,  5.69500000,  7.12400000,
2992.73449492,  6.33946900,  5.79300000,  6.93000000,  5.69500000,  7.22200000,
2992.84297967,  6.29821300,  5.79300000,  6.99500000,  5.66300000,  6.99500000,
2992.94994378,  6.27456300,  5.76000000,  6.89700000,  5.66300000,  7.02700000,
2993.05507660,  6.26817400,  5.76000000,  6.89700000,  5.66300000,  6.99500000,
2993.16495323,  6.22851500,  5.72800000,  6.83200000,  5.63000000,  6.96200000,
2993.27113867,  6.22575400,  5.72800000,  6.86500000,  5.66300000,  6.86500000,
2993.38062668,  6.23880000,  5.69500000,  6.93000000,  5.69500000,  6.86500000,
2993.48485398,  6.18964100,  5.63000000,  6.86500000,  5.66300000,  6.83200000,
2993.59191203,  6.16929500,  5.59800000,  6.86500000,  5.69500000,  6.73500000,
2993.70139360,  6.12058800,  5.56500000,  6.83200000,  5.56500000,  6.76700000,
2993.81113815,  6.17650400,  5.63000000,  6.83200000,  5.59800000,  6.89700000,
2993.91717744,  6.07785000,  5.56500000,  6.67000000,  5.53300000,  6.76700000,
2994.02283216,  6.10380600,  5.59800000,  6.70200000,  5.50000000,  6.86500000,
2994.13185310,  6.10339300,  5.63000000,  6.70200000,  5.46800000,  6.86500000,
2994.23785138,  6.11924100,  5.63000000,  6.76700000,  5.43500000,  6.93000000,
2994.34283471,  6.11496600,  5.53300000,  6.76700000,  5.43500000,  7.06000000,
2994.45090556,  6.07049600,  5.53300000,  6.70200000,  5.43500000,  6.89700000,
2994.55578923,  6.06681800,  5.46800000,  6.83200000,  5.40300000,  6.89700000,
2994.66178727,  6.04795300,  5.46800000,  6.83200000,  5.40300000,  6.80000000,
2994.76875710,  5.97905900,  5.37000000,  6.76700000,  5.40300000,  6.67000000,
2994.87398338,  6.02108700,  5.37000000,  6.83200000,  5.50000000,  6.67000000,
2994.98397207,  5.96166700,  5.30500000,  6.80000000,  5.43500000,  6.60500000,
2995.09294796,  6.00096100,  5.30500000,  7.02700000,  5.46800000,  6.54000000,
2995.19787073,  5.93281100,  5.33800000,  6.70200000,  5.43500000,  6.50700000,
2995.30306554,  5.91736700,  5.33800000,  6.60500000,  5.40300000,  6.57200000,
2995.41007686,  5.87780700,  5.33800000,  6.47500000,  5.40300000,  6.50700000,
2995.51607823,  5.87457000,  5.37000000,  6.47500000,  5.33800000,  6.54000000,
2995.62096739,  5.85331700,  5.43500000,  6.34500000,  5.33800000,  6.47500000,
2995.72511077,  5.85703200,  5.50000000,  6.24700000,  5.27300000,  6.60500000,
2995.83209062,  5.83599100,  5.50000000,  6.21500000,  5.20800000,  6.63700000,
2995.93701673,  5.80935500,  5.50000000,  6.21500000,  5.14300000,  6.60500000,
2996.04204440,  5.81944300,  5.50000000,  6.21500000,  5.17500000,  6.60500000,
2996.15039515,  5.78242200,  5.50000000,  6.15000000,  5.14300000,  6.54000000,
2996.25702739,  5.74716300,  5.37000000,  6.21500000,  5.14300000,  6.47500000,
2996.36210585,  5.72892300,  5.27300000,  6.21500000,  5.17500000,  6.47500000,
2996.46869087,  5.73283400,  5.24000000,  6.31200000,  5.17500000,  6.44200000,
2996.57328701,  5.68747500,  5.20800000,  6.31200000,  5.14300000,  6.31200000,
2996.67591357,  5.69321800,  5.11000000,  6.44200000,  5.17500000,  6.31200000,
2996.78083348,  5.67426100,  5.14300000,  6.41000000,  5.14300000,  6.24700000,
2996.88603163,  5.65121700,  5.17500000,  6.21500000,  5.14300000,  6.28000000,
2996.99103141,  5.61098100,  5.20800000,  6.15000000,  5.04500000,  6.24700000,
2997.09658623,  5.60127800,  5.17500000,  6.15000000,  5.04500000,  6.24700000,
2997.19985819,  5.61743100,  5.17500000,  6.11700000,  5.07800000,  6.31200000,
2997.30498004,  5.55871200,  5.11000000,  6.08500000,  5.01300000,  6.24700000,
2997.41201854,  5.52832400,  5.14300000,  6.02000000,  4.94800000,  6.21500000,
2997.51609063,  5.53706700,  5.17500000,  5.95500000,  5.01300000,  6.18200000,
2997.62110543,  5.52464000,  5.14300000,  5.98700000,  4.98000000,  6.18200000,
2997.72603345,  5.49073200,  5.14300000,  5.89000000,  4.98000000,  6.11700000,
2997.82996893,  5.44277700,  5.07800000,  5.89000000,  4.94800000,  6.02000000,
2997.93399310,  5.46313700,  5.04500000,  5.95500000,  4.98000000,  6.05200000,
2998.03694677,  5.43623400,  5.04500000,  5.92200000,  4.98000000,  5.95500000,
2998.14099097,  5.40104800,  4.94800000,  5.89000000,  4.98000000,  5.95500000,
2998.24395347,  5.39418300,  4.94800000,  5.89000000,  4.98000000,  5.92200000,
2998.34706688,  5.35052500,  4.91500000,  5.85800000,  4.98000000,  5.79300000,
2998.44909167,  5.32884800,  4.88300000,  5.85800000,  4.91500000,  5.82500000,
2998.55693054,  5.33700800,  4.94800000,  5.82500000,  4.94800000,  5.76000000,
2998.66194773,  5.31443700,  4.91500000,  5.69500000,  4.88300000,  5.92200000,
2998.75994229,  5.27799500,  4.94800000,  5.69500000,  4.81800000,  5.79300000,
2998.86393762,  5.29548000,  5.01300000,  5.63000000,  4.81800000,  5.85800000,
2998.97095799,  5.29196200,  5.01300000,  5.63000000,  4.78500000,  5.89000000,
2999.06923771,  5.23831800,  4.98000000,  5.53300000,  4.75300000,  5.82500000,
2999.17213559,  5.21613600,  4.94800000,  5.53300000,  4.68800000,  5.85800000,
2999.28000164,  5.23264000,  4.94800000,  5.53300000,  4.72100000,  5.89000000,
2999.38096762,  5.19791200,  4.94800000,  5.46800000,  4.65600000,  5.89000000,
2999.48376060,  5.21122400,  4.88300000,  5.56500000,  4.68800000,  5.89000000,
2999.59093046,  5.17825400,  4.91500000,  5.56500000,  4.65600000,  5.72800000,
2999.69346499,  5.17478500,  4.78500000,  5.66300000,  4.72100000,  5.69500000,
2999.79551435,  5.16644600,  4.78500000,  5.59800000,  4.78500000,  5.63000000,
2999.90073800,  5.17681500,  4.72100000,  5.76000000,  4.81800000,  5.56500000,
3000.00157976,  5.13970000,  4.65600000,  5.66300000,  4.85000000,  5.53300000,
3000.10462523,  5.10675500,  4.62300000,  5.63000000,  4.81800000,  5.50000000,
3000.20769954,  5.09532200,  4.65600000,  5.63000000,  4.81800000,  5.40300000,
3000.30925608,  5.11545800,  4.62300000,  5.66300000,  4.85000000,  5.46800000,
3000.40677166,  5.07219000,  4.65600000,  5.59800000,  4.78500000,  5.37000000,
3000.50772381,  5.04431300,  4.62300000,  5.59800000,  4.72100000,  5.37000000,
3000.60710454,  5.05167600,  4.62300000,  5.56500000,  4.72100000,  5.43500000,
3000.71113610,  5.02440400,  4.65600000,  5.50000000,  4.68800000,  5.37000000,
3000.81719041,  5.05228600,  4.65600000,  5.50000000,  4.68800000,  5.50000000,
3000.92019653,  4.99221100,  4.62300000,  5.40300000,  4.65600000,  5.40300000,
3001.01975799,  5.01901300,  4.62300000,  5.56500000,  4.65600000,  5.37000000,
3001.11988521,  4.99593800,  4.62300000,  5.46800000,  4.72100000,  5.27300000,
3001.22017598,  4.96182900,  4.52600000,  5.43500000,  4.75300000,  5.24000000,
3001.32239747,  4.97303700,  4.52600000,  5.53300000,  4.72100000,  5.24000000,
3001.41987157,  4.93606600,  4.42800000,  5.56500000,  4.75300000,  5.14300000,
3001.52176595,  4.93698900,  4.42800000,  5.56500000,  4.78500000,  5.11000000,
3001.62103510,  4.93344000,  4.39600000,  5.59800000,  4.78500000,  5.11000000,
3001.72101784,  4.92824400,  4.39600000,  5.56500000,  4.81800000,  5.07800000,
3001.82176065,  4.88419900,  4.39600000,  5.46800000,  4.75300000,  5.04500000,
3001.92273021,  4.87823100,  4.36300000,  5.53300000,  4.72100000,  5.04500000,
3002.02473950,  4.83282700,  4.33100000,  5.43500000,  4.68800000,  5.01300000,
3002.12575817,  4.84674400,  4.33100000,  5.46800000,  4.68800000,  5.04500000,
3002.22490644,  4.81225700,  4.36300000,  5.37000000,  4.62300000,  5.01300000,
3002.32482529,  4.79468300,  4.33100000,  5.33800000,  4.59100000,  5.04500000,
3002.42272854,  4.79909700,  4.33100000,  5.43500000,  4.59100000,  4.98000000,
3002.52379465,  4.75576100,  4.29800000,  5.30500000,  4.59100000,  4.94800000,
3002.62380743,  4.69461300,  4.26600000,  5.17500000,  4.52600000,  4.91500000,
3002.72281599,  4.71217500,  4.29800000,  5.20800000,  4.55800000,  4.88300000,
3002.82206082,  4.68268900,  4.23300000,  5.24000000,  4.52600000,  4.85000000,
3002.92214036,  4.67880300,  4.26600000,  5.20800000,  4.52600000,  4.81800000,
3003.02109408,  4.67400400,  4.23300000,  5.27300000,  4.52600000,  4.78500000,
3003.12312722,  4.65345900,  4.20100000,  5.14300000,  4.52600000,  4.85000000,
3003.22317672,  4.63708200,  4.23300000,  5.17500000,  4.46100000,  4.78500000,
3003.32058287,  4.57301200,  4.23300000,  4.98000000,  4.42800000,  4.72100000,
3003.42121673,  4.58611300,  4.20100000,  4.98000000,  4.42800000,  4.81800000,
3003.51878500,  4.57491000,  4.26600000,  4.91500000,  4.39600000,  4.78500000,
3003.61311579,  4.55178000,  4.26600000,  4.85000000,  4.36300000,  4.78500000,
3003.71223426,  4.54474800,  4.26600000,  4.81800000,  4.36300000,  4.78500000,
3003.81029654,  4.49541500,  4.20100000,  4.81800000,  4.33100000,  4.68800000,
3003.90944624,  4.49282300,  4.16800000,  4.85000000,  4.33100000,  4.68800000,
3004.00719261,  4.50883100,  4.20100000,  4.91500000,  4.33100000,  4.65600000,
3004.10516238,  4.49282300,  4.16800000,  4.85000000,  4.33100000,  4.68800000,
3004.20306230,  4.45336800,  4.13600000,  4.78500000,  4.29800000,  4.65600000,
3004.30419350,  4.44287000,  4.20100000,  4.68800000,  4.29800000,  4.62300000,
3004.40312147,  4.45558100,  4.16800000,  4.75300000,  4.29800000,  4.65600000,
3004.50124431,  4.44059600,  4.20100000,  4.78500000,  4.26600000,  4.55800000,
3004.59924626,  4.40010900,  4.10300000,  4.68800000,  4.29800000,  4.55800000,
3004.70218921,  4.41668200,  4.13600000,  4.72100000,  4.29800000,  4.55800000,
3004.79888463,  4.40727100,  4.10300000,  4.72100000,  4.29800000,  4.55800000,
3004.89739060,  4.36554900,  4.07100000,  4.72100000,  4.23300000,  4.49300000,
3004.99539065,  4.39719600,  4.10300000,  4.78500000,  4.26600000,  4.49300000,
3005.09073734,  4.35669500,  4.03800000,  4.68800000,  4.23300000,  4.52600000,
3005.18939519,  4.33674300,  4.07100000,  4.62300000,  4.23300000,  4.46100000,
3005.28783965,  4.32970100,  4.07100000,  4.59100000,  4.23300000,  4.46100000,
3005.38472772,  4.29799300,  4.07100000,  4.52600000,  4.16800000,  4.46100000,
3005.48581839,  4.30562400,  4.10300000,  4.52600000,  4.13600000,  4.49300000,
3005.58309174,  4.29664200,  4.10300000,  4.49300000,  4.10300000,  4.52600000,
3005.68167019,  4.28780600,  4.10300000,  4.49300000,  4.07100000,  4.52600000,
3005.78052688,  4.26394200,  4.10300000,  4.46100000,  4.03800000,  4.49300000,
3005.87571168,  4.23463200,  4.07100000,  4.42800000,  4.07100000,  4.39600000,
3005.97007179,  4.24048800,  4.03800000,  4.46100000,  4.07100000,  4.42800000,
3006.06940055,  4.23423300,  4.03800000,  4.42800000,  4.10300000,  4.39600000,
3006.16778612,  4.20741400,  3.97300000,  4.46100000,  4.07100000,  4.36300000,
3006.26124477,  4.19166400,  4.00600000,  4.42800000,  4.00600000,  4.36300000,
3006.36104107,  4.19314400,  4.00600000,  4.36300000,  4.03800000,  4.39600000,
3006.45302153,  4.17688600,  4.00600000,  4.36300000,  4.00600000,  4.36300000,
3006.55113792,  4.17688600,  4.00600000,  4.36300000,  4.00600000,  4.36300000,
3006.64928055,  4.14657600,  3.97300000,  4.33100000,  4.03800000,  4.26600000,
3006.75199580,  4.14326500,  3.90800000,  4.39600000,  4.03800000,  4.26600000,
3006.84406543,  4.12043600,  3.90800000,  4.36300000,  4.03800000,  4.20100000,
3006.94009519,  4.10491200,  3.90800000,  4.33100000,  4.00600000,  4.20100000,
3007.04207110,  4.10363000,  3.87600000,  4.33100000,  4.00600000,  4.23300000,
3007.13710284,  4.08595900,  3.84300000,  4.36300000,  4.00600000,  4.16800000,
3007.23403049,  4.06262600,  3.84300000,  4.26600000,  3.94100000,  4.23300000,
3007.32704568,  4.07213600,  3.87600000,  4.29800000,  3.97300000,  4.16800000,
3007.42872858,  4.05532300,  3.84300000,  4.29800000,  3.97300000,  4.13600000,
3007.52304506,  4.08149000,  3.90800000,  4.26600000,  3.97300000,  4.20100000,
3007.62105632,  4.04890300,  3.87600000,  4.26600000,  3.94100000,  4.13600000,
3007.71208286,  4.03236500,  3.84300000,  4.23300000,  3.94100000,  4.13600000,
3007.81109953,  4.00093400,  3.84300000,  4.20100000,  3.90800000,  4.07100000,
3007.90915036,  4.00963800,  3.84300000,  4.16800000,  3.94100000,  4.10300000,
3008.00506520,  4.00858000,  3.84300000,  4.20100000,  3.90800000,  4.10300000,
3008.10108542,  3.99981700,  3.81100000,  4.20100000,  3.90800000,  4.10300000,
3008.19808555,  3.99981700,  3.81100000,  4.20100000,  3.90800000,  4.10300000,
3008.29306364,  3.96992700,  3.84300000,  4.10300000,  3.87600000,  4.07100000,
3008.39262056,  3.99232000,  3.81100000,  4.16800000,  3.90800000,  4.10300000,
3008.48885489,  3.96939500,  3.81100000,  4.13600000,  3.90800000,  4.03800000,
3008.58407354,  3.98521200,  3.81100000,  4.16800000,  3.94100000,  4.03800000,
3008.67810345,  3.97511200,  3.77800000,  4.20100000,  3.90800000,  4.03800000,
3008.77413177,  3.96734000,  3.77800000,  4.20100000,  3.90800000,  4.00600000,
3008.87008238,  3.95926000,  3.77800000,  4.20100000,  3.90800000,  3.97300000,
3008.96890616,  3.93482500,  3.74600000,  4.16800000,  3.87600000,  3.97300000,
3009.06808257,  3.93564000,  3.74600000,  4.13600000,  3.87600000,  4.00600000,
3009.16107035,  3.92762600,  3.74600000,  4.13600000,  3.87600000,  3.97300000,
3009.26010609,  3.92885000,  3.77800000,  4.10300000,  3.87600000,  3.97300000,
